,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.008919477462768555,0.1212925910949707,0.8646240234375,0.005249083042144775,,,,,,,
final-tree-avg,,,0.018016815185546875,,0.00020094215869903564,0.010514259338378906,0.0007290840148925781,0.009138107299804688,0.41748046875,0.54034423828125,0.0035953521728515625
