,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0012549161911010742,0.0011186599731445312,0.995361328125,0.002360522747039795,,,,,,,
final-tree-avg,,,0.033016204833984375,,0.007346630096435547,0.060909271240234375,0.011853218078613281,0.009072303771972656,0.11334228515625,0.76416015625,0.0003579258918762207
