,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.023677825927734375,0.58587646484375,0.23675823211669922,0.1536579132080078,,,,,
final-tree-avg,,,,,0.019044876098632812,0.182830810546875,0.7733154296875,0.021512985229492188,0.003414630889892578
