,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.05101776123046875,0.9298095703125,0.015316009521484375,0.004017084836959839,,,,,
final-tree-avg,,,,,0.63201904296875,0.10562896728515625,0.1316070556640625,0.1171112060546875,0.013733386993408203
