,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.09521865844726562,0.8941650390625,0.006810188293457031,0.0037779808044433594,,,,,
sub-tree-avg,,,,,0.039234161376953125,0.1287841796875,0.7901611328125,0.039737701416015625,0.0020031332969665527
