,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.010937690734863281,0.007798671722412109,0.974853515625,0.006480693817138672,,,,,,,
sub-tree-avg,,,0.013156890869140625,,4.909932613372803e-05,0.0141754150390625,0.056671142578125,0.011552810668945312,0.06830596923828125,0.835693359375,0.0003542304039001465
