,dress,shirt,pant,jacket,longsleeve,shortsleeve
parent-tree-avg,0.00683516263961792,0.9688720703125,0.008585691452026367,0.015799224376678467,,
sub-tree-avg,,,,,0.06578254699707031,0.93408203125
