,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.00026851892471313477,0.0007977485656738281,0.9971923828125,0.0018073320388793945,,,,,,,
sub-tree-avg,,,0.12371826171875,,0.02381420135498047,0.06289291381835938,0.010019302368164062,0.012440681457519531,0.036457061767578125,0.7305908203125,0.0002126842737197876
