,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.02886199951171875,0.9029541015625,0.056041717529296875,0.012173175811767578,,,,,
sub-tree-avg,,,,,0.3853759765625,0.04673004150390625,0.006765842437744141,0.1589202880859375,0.4022216796875
