,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.01574420928955078,0.77520751953125,0.18893730640411377,0.020064353942871094,,,,,
sub-tree-avg,,,,,0.11339569091796875,0.15816497802734375,0.6881103515625,0.026439666748046875,0.013873100280761719
