,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,bermuda short,training short,skirt
parent-tree-avg,0.002280116081237793,0.005863666534423828,0.9913330078125,0.00043539702892303467,,,,,,,
sub-tree-avg,,,0.046982765197753906,,0.00016598403453826904,0.004450440406799316,0.0006512701511383057,0.04276561737060547,0.25421142578125,0.64715576171875,0.0036629438400268555
