,dress,shirt,pant,jacket
parent-tree-avg,0.49471282958984375,0.27008819580078125,0.23207759857177734,0.0031669139862060547
sub-tree-avg,0.49471282958984375,0.27008819580078125,0.23207759857177734,0.0031669139862060547
