,dress,shirt,pant,jacket
parent-tree-avg,0.8343505859375,0.11187362670898438,0.02753448486328125,0.026337623596191406
sub-tree-avg,0.8343505859375,0.11187362670898438,0.02753448486328125,0.026337623596191406
