,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.295623779296875,0.19863510131835938,0.4579010009765625,0.04772377014160156,,,,,,,
final-tree-avg,,,0.02378082275390625,,0.0008019059896469116,0.04698944091796875,0.060169219970703125,0.00859212875366211,0.2872772216796875,0.42230224609375,0.15006065368652344
