,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.16022109985351562,0.421142578125,0.039345741271972656,0.37921142578125,,,,,
final-tree-avg,,,,,0.015228271484375,0.04170989990234375,0.007107734680175781,0.003651857376098633,0.9322509765625
