,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.012543678283691406,0.9544677734375,0.01654350757598877,0.016348838806152344,,,,,
final-tree-avg,,,,,0.027141571044921875,0.77667236328125,0.0069141387939453125,0.1859111785888672,0.0033240318298339844
