,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0007368326187133789,0.005784511566162109,0.990966796875,0.0025773048400878906,,,,,,,
final-tree-avg,,,0.08437347412109375,,0.824462890625,0.028499603271484375,0.0014693737030029297,0.029218673706054688,0.007002830505371094,0.024217605590820312,0.0006875395774841309
