,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.03344106674194336,0.8277587890625,0.13093185424804688,0.007817745208740234,,,,,
final-tree-avg,,,,,0.05817604064941406,0.69036865234375,0.15636062622070312,0.07993698120117188,0.015112116932868958
