,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.008786201477050781,0.97705078125,0.00318145751953125,0.011114120483398438,,,,,
stage-tree-avg,,,,,0.037891387939453125,0.04790496826171875,0.904052734375,0.009391307830810547,0.0008437633514404297
