,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.007030010223388672,0.9417724609375,0.011629104614257812,0.03969383239746094,,,,,
stage-tree-avg,,,,,0.029598236083984375,0.6913223266601562,0.011716842651367188,0.1540203094482422,0.11336109042167664
