,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.027284622192382812,0.8701171875,0.09152495861053467,0.010994434356689453,,,,,
stage-tree-avg,,,,,0.12198638916015625,0.5289306640625,0.017087936401367188,0.2314910888671875,0.10042142868041992
