,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.051239013671875,0.931640625,0.0026547908782958984,0.01442575454711914,,,,,
stage-tree-avg,,,,,0.271209716796875,0.07531356811523438,0.170074462890625,0.069580078125,0.41375732421875
