,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.00025907158851623535,0.9967041015625,0.002700328826904297,0.00028970837593078613,,,,,
stage-tree-avg,,,,,0.5777587890625,0.0031514763832092285,0.001082390546798706,0.4119987487792969,0.005989551544189453
