,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.008006095886230469,0.7428741455078125,0.22246789932250977,0.026680946350097656,,,,,
stage-tree-avg,,,,,0.008557319641113281,0.8851318359375,0.09166145324707031,0.014067649841308594,0.0006032437086105347
