,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.09632492065429688,0.447998046875,0.00876617431640625,0.4469108581542969,,,,,
stage-tree-avg,,,,,0.051631927490234375,0.2194366455078125,0.3424835205078125,0.1031341552734375,0.2833070755004883
