,dress,shirt,pant,jacket,Pencil Skirt,A-Line Skirt,Pleated Skirt,Maxi Skirt,A-Line Dress,Sheath Dress,Wrap Dress,Maxi Dress,Shift Dress,skirt
parent-tree-avg,0.4038238525390625,0.3550071716308594,0.007277488708496094,0.23386693000793457,,,,,,,,,,
stage-tree-avg,,,,,0.047183990478515625,0.26287841796875,0.052135467529296875,0.0153350830078125,0.059421539306640625,0.04756975173950195,0.018172621726989746,0.0012415647506713867,0.08835506439208984,0.4075927734375
