,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.010592460632324219,0.7521209716796875,0.2248826026916504,0.012443751096725464,,,,,
stage-tree-avg,,,,,0.408294677734375,0.246002197265625,0.008128166198730469,0.03897285461425781,0.298583984375
