,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0004977881908416748,0.9744873046875,0.024615764617919922,0.00023418664932250977,,,,,
stage-tree-avg,,,,,0.8885498046875,0.055999755859375,0.010450363159179688,0.039241790771484375,0.005800008773803711
