,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.17646026611328125,0.58221435546875,0.22157859802246094,0.019829750061035156,,,,,
stage-tree-avg,,,,,0.52001953125,0.08782958984375,0.35491943359375,0.022241592407226562,0.014919281005859375
