,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.1805572509765625,0.7845458984375,0.005483150482177734,0.029384613037109375,,,,,
stage-tree-avg,,,,,0.13775634765625,0.6268310546875,0.051937103271484375,0.1339263916015625,0.049561500549316406
