,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,bermuda short,training short,skirt
parent-tree-avg,0.0028655529022216797,0.013041496276855469,0.973388671875,0.01068115234375,,,,,,,
sub-tree-avg,,,0.084197998046875,,0.78564453125,0.059722900390625,0.0021865367889404297,0.04444122314453125,0.011154651641845703,0.009186983108520508,0.003459453582763672
