,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.07724761962890625,0.80712890625,0.007108241319656372,0.10858345031738281,,,,,,
sub-tree-avg,,,,,0.09844970703125,0.007623910903930664,0.018550872802734375,0.514312744140625,0.052402496337890625,0.30860137939453125
