,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0003136098384857178,0.9984130859375,0.001118302345275879,9.806454181671143e-05,,,,,,
sub-tree-avg,,,,,0.97509765625,0.0008262991905212402,0.0007238984107971191,0.02063751220703125,0.001708388328552246,0.000922858715057373
