,dress,shirt,pant,jacket
parent-tree-avg,0.5401611328125,0.154815673828125,0.07968640327453613,0.22530364990234375
sub-tree-avg,0.5401611328125,0.154815673828125,0.07968640327453613,0.22530364990234375
