,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0018337368965148926,0.9947509765625,0.00030897557735443115,0.002995133399963379,,,,,,
sub-tree-avg,,,,,0.6759033203125,0.0063266754150390625,0.007775306701660156,0.027298927307128906,0.2234954833984375,0.0592041015625
