,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,bermuda short,training short,skirt
parent-tree-avg,0.01529073715209961,0.01699352264404297,0.9530029296875,0.014605522155761719,,,,,,,
sub-tree-avg,,,0.1165924072265625,,0.63226318359375,0.12500762939453125,0.006068229675292969,0.041675567626953125,0.015319585800170898,0.03692817687988281,0.026180267333984375
