,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.034393310546875,0.7657470703125,0.16725540161132812,0.03265571594238281,,,,,,
sub-tree-avg,,,,,0.014439821243286133,0.79736328125,0.16054534912109375,0.01434326171875,0.010274887084960938,0.0030251294374465942
