,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0032644271850585938,0.5285491943359375,0.0019088983535766602,0.4662895202636719,,,,,,
sub-tree-avg,,,,,0.005269765853881836,0.8311767578125,0.004440784454345703,0.031383514404296875,0.0382533073425293,0.08942365646362305
