,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.18871688842773438,0.70037841796875,0.09598541259765625,0.014892578125,,,,,,
sub-tree-avg,,,,,0.044437408447265625,0.6220703125,0.008288860321044922,0.173309326171875,0.1427154541015625,0.009286880493164062
