,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.03623390197753906,0.68115234375,0.056484222412109375,0.226318359375,,,,,,
sub-tree-avg,,,,,0.07469558715820312,0.1319122314453125,0.0014927387237548828,0.07817840576171875,0.028707504272460938,0.68505859375
