,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.019290924072265625,0.9532470703125,0.007277011871337891,0.020354270935058594,,,,,,
sub-tree-avg,,,,,0.142364501953125,0.2904052734375,0.03318023681640625,0.410400390625,0.025035858154296875,0.09864044189453125
