,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.06492233276367188,0.9351806640625,,,,,
sub-tree-avg,,,0.01668071746826172,0.9307861328125,0.026391983032226562,0.017804384231567383,0.008418083190917969
