,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.06688690185546875,0.9141845703125,0.002125263214111328,0.016754150390625,,,,,
sub-tree-avg,,,,,0.24835205078125,0.09145355224609375,0.203948974609375,0.06554794311523438,0.390716552734375
