,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.281005859375,0.2197284698486328,0.44989776611328125,0.049224853515625,,,,,,,
sub-tree-avg,,,0.026659011840820312,,0.0010113269090652466,0.06398391723632812,0.054279327392578125,0.009865760803222656,0.25341796875,0.404205322265625,0.18650341033935547
