,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0005480051040649414,0.0009808540344238281,0.996826171875,0.0016213655471801758,,,,,,,
sub-tree-avg,,,0.0587310791015625,,0.12923431396484375,0.043407440185546875,0.0016416311264038086,0.0036344528198242188,0.5791397094726562,0.18389892578125,0.00017227232456207275
