,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.20444488525390625,0.79547119140625,,,,,
sub-tree-avg,,,0.03936767578125,0.9014892578125,0.011186838150024414,0.02781391143798828,0.020039379596710205
