,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.010493993759155273,0.1439533233642578,0.83953857421875,0.0060266852378845215,,,,,,,
sub-tree-avg,,,0.01792144775390625,,0.0002355128526687622,0.0100555419921875,0.000845789909362793,0.009625434875488281,0.395263671875,0.5618896484375,0.004192352294921875
