,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0004779696464538574,0.0017979145050048828,0.985107421875,0.012510061264038086,,,,,,,
sub-tree-avg,,,0.0015696287155151367,,7.539987564086914e-06,0.001118481159210205,7.62939453125e-05,0.0002679973840713501,0.9842529296875,0.012588977813720703,5.05298376083374e-05
