,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.025111675262451172,0.038903236389160156,0.91796875,0.017933368682861328,,,,,,,
sub-tree-avg,,,0.007893562316894531,,0.00699925422668457,0.002833247184753418,0.00014136731624603271,0.014992713928222656,0.9493408203125,0.006720542907714844,0.011003255844116211
