,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.005907773971557617,0.01934528350830078,0.9697265625,0.004854738712310791,,,,,,,
sub-tree-avg,,,0.007175445556640625,,7.37607479095459e-05,0.0011178255081176758,0.0002533048391342163,0.003780841827392578,0.918701171875,0.06837272644042969,0.0006403923034667969
