,dress,shirt,pant,jacket
parent-tree-avg,0.83740234375,0.1577301025390625,0.002065896987915039,0.002888202667236328
sub-tree-avg,0.83740234375,0.1577301025390625,0.002065896987915039,0.002888202667236328
