,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0003331899642944336,0.004798769950866699,0.9942626953125,0.0005287081003189087,,,,,,,
sub-tree-avg,,,0.03571128845214844,,0.007545948028564453,0.003146648406982422,0.0011262893676757812,0.011261940002441406,0.8533935546875,0.08754348754882812,0.00033271312713623047
