,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0015429258346557617,0.005479335784912109,0.98779296875,0.005166292190551758,,,,,,,
sub-tree-avg,,,0.083465576171875,,0.19171142578125,0.05228424072265625,0.0025522708892822266,0.025402069091796875,0.2284393310546875,0.41455078125,0.0016474723815917969
