,dress,shirt,pant,jacket
parent-tree-avg,0.5536346435546875,0.42205810546875,0.001719355583190918,0.02261483669281006
sub-tree-avg,0.5536346435546875,0.42205810546875,0.001719355583190918,0.02261483669281006
