,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.103912353515625,0.8961181640625,,,,,
sub-tree-avg,,,0.02705538272857666,0.9237060546875,0.024715900421142578,0.01662600040435791,0.007876574993133545
