,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.013477325439453125,0.98095703125,0.0008764863014221191,0.004739522933959961,,,,,
sub-tree-avg,,,,,0.0052613019943237305,0.9725341796875,0.007586479187011719,0.01443326473236084,0.0003005564212799072
