,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.00518798828125,0.96728515625,0.0035929083824157715,0.023995161056518555,,,,,
sub-tree-avg,,,,,0.004212021827697754,0.947021484375,0.0033500194549560547,0.03931999206542969,0.0060836076736450195
