,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0033566951751708984,0.769989013671875,0.20932966470718384,0.017284393310546875,,,,,
sub-tree-avg,,,,,0.035701751708984375,0.9017333984375,0.010103464126586914,0.027904987335205078,0.024475187063217163
