,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.008765697479248047,0.9208984375,0.006693601608276367,0.06364822387695312,,,,,
sub-tree-avg,,,,,0.018743515014648438,0.23021316528320312,0.0020759105682373047,0.70538330078125,0.043572425842285156
