,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.009087324142456055,0.807952880859375,0.15755444765090942,0.025380492210388184,,,,,
sub-tree-avg,,,,,0.022500991821289062,0.8875732421875,0.03697013854980469,0.027924537658691406,0.025054216384887695
