,dress,shirt,pant,jacket,longsleeve,shortsleeve
parent-tree-avg,0.027284622192382812,0.8701171875,0.09152495861053467,0.010994434356689453,,
sub-tree-avg,,,,,0.12166595458984375,0.8782958984375
