,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.002520829439163208,0.0025110244750976562,0.9912109375,0.003657102584838867,,,,,,,
sub-tree-avg,,,0.05049896240234375,,0.005244851112365723,0.0467376708984375,0.05529022216796875,0.029399871826171875,0.04095458984375,0.76953125,0.002311527729034424
