,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.0012158751487731934,0.997802734375,0.0006082057952880859,0.0003553628921508789,,,
sub-tree-avg,,0.1036834716796875,,,0.004729747772216797,0.8895263671875,0.0020810365676879883
