,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.0018337368965148926,0.9947509765625,0.00030897557735443115,0.002995133399963379,,,
sub-tree-avg,,0.09055328369140625,,,0.008273124694824219,0.81005859375,0.09112548828125
